product_id,category,sub_category,price,stock_quantity
0_1679,Vêtements,T-shirts,6.99,15
0_1273,Vêtements,T-shirts,8.99,53
0_1958,Vêtements,T-shirts,11.1,85
1_92,Accessoires,Sacs à main,11.03,63
0_596,Vêtements,T-shirts,6.18,62
0_1228,Vêtements,T-shirts,3.55,70
1_685,Accessoires,Sacs à main,15.99,49
2_149,Montres,Montres connectées,80.99,27
0_2259,Vêtements,T-shirts,7.99,58
1_648,Accessoires,Sacs à main,32.98,38
0_1565,Vêtements,T-shirts,7.99,27
0_762,Vêtements,T-shirts,6.57,94
0_741,Vêtements,T-shirts,1.99,29
0_1496,Vêtements,T-shirts,2.42,9
0_771,Vêtements,T-shirts,4.99,60
0_409,Vêtements,T-shirts,6.99,79
0_1120,Vêtements,T-shirts,21.84,96
1_632,Accessoires,Sacs à main,60.87,83
0_462,Vêtements,T-shirts,11.13,37
0_1214,Vêtements,T-shirts,21.91,57
0_50,Vêtements,T-shirts,22.08,24
0_172,Vêtements,T-shirts,8.33,21
0_2238,Vêtements,T-shirts,19.23,11
1_675,Accessoires,Sacs à main,8.99,98
0_1778,Vêtements,T-shirts,28.46,99
0_895,Vêtements,T-shirts,16.99,28
0_250,Vêtements,T-shirts,7.08,72
0_153,Vêtements,T-shirts,3.99,6
0_1465,Vêtements,T-shirts,3.99,46
0_1287,Vêtements,T-shirts,11.99,82
1_493,Accessoires,Sacs à main,10.99,9
0_1403,Vêtements,T-shirts,15.99,84
2_232,Montres,Montres connectées,104.06,69
0_1900,Vêtements,T-shirts,25.32,98
0_1384,Vêtements,T-shirts,14.44,71
0_638,Vêtements,T-shirts,7.72,24
2_7,Montres,Montres connectées,69.99,68
0_224,Vêtements,T-shirts,12.51,24
0_453,Vêtements,T-shirts,29.99,70
0_1702,Vêtements,T-shirts,13.13,66
0_1457,Vêtements,T-shirts,11.99,56
0_800,Vêtements,T-shirts,6.99,30
1_473,Accessoires,Sacs à main,2.99,59
0_208,Vêtements,T-shirts,14.36,21
0_2223,Vêtements,T-shirts,4.99,48
0_201,Vêtements,T-shirts,3.99,46
0_191,Vêtements,T-shirts,8.99,4
0_1998,Vêtements,T-shirts,24.2,47
2_211,Montres,Montres connectées,203.99,83
0_1741,Vêtements,T-shirts,17.99,31
0_1563,Vêtements,T-shirts,3.99,99
0_1506,Vêtements,T-shirts,10.0,92
1_3,Accessoires,Sacs à main,12.99,21
1_52,Accessoires,Sacs à main,14.04,61
0_1936,Vêtements,T-shirts,28.82,59
0_1303,Vêtements,T-shirts,7.99,64
0_575,Vêtements,T-shirts,3.99,6
0_2054,Vêtements,T-shirts,10.58,32
0_920,Vêtements,T-shirts,37.46,57
0_2105,Vêtements,T-shirts,5.99,12
0_1129,Vêtements,T-shirts,24.99,34
0_973,Vêtements,T-shirts,10.99,18
1_237,Accessoires,Sacs à main,18.99,11
1_186,Accessoires,Sacs à main,10.64,50
0_951,Vêtements,T-shirts,9.99,10
0_1494,Vêtements,T-shirts,7.6,82
0_1940,Vêtements,T-shirts,18.31,95
0_2242,Vêtements,T-shirts,31.79,32
0_1655,Vêtements,T-shirts,2.99,54
0_1532,Vêtements,T-shirts,17.14,6
0_94,Vêtements,T-shirts,27.76,45
0_195,Vêtements,T-shirts,15.99,99
1_100,Accessoires,Sacs à main,15.13,51
2_48,Montres,Montres connectées,73.62,16
0_111,Vêtements,T-shirts,19.99,53
0_1729,Vêtements,T-shirts,14.99,26
1_642,Accessoires,Sacs à main,37.13,14
0_909,Vêtements,T-shirts,18.99,10
0_380,Vêtements,T-shirts,2.98,17
2_159,Montres,Montres connectées,145.99,17
0_770,Vêtements,T-shirts,9.48,85
1_361,Accessoires,Sacs à main,5.99,24
0_2048,Vêtements,T-shirts,11.84,54
1_557,Accessoires,Sacs à main,36.99,71
0_2037,Vêtements,T-shirts,14.99,69
1_545,Accessoires,Sacs à main,31.99,35
1_230,Accessoires,Sacs à main,4.05,90
2_157,Montres,Montres connectées,142.99,17
0_698,Vêtements,T-shirts,1.44,79
0_1160,Vêtements,T-shirts,17.87,10
1_407,Accessoires,Sacs à main,15.99,97
1_130,Accessoires,Sacs à main,11.14,65
0_304,Vêtements,T-shirts,17.72,97
0_489,Vêtements,T-shirts,19.99,54
0_608,Vêtements,T-shirts,3.78,76
0_1270,Vêtements,T-shirts,6.62,57
0_1803,Vêtements,T-shirts,2.99,39
0_156,Vêtements,T-shirts,12.14,34
0_677,Vêtements,T-shirts,24.99,57
0_1021,Vêtements,T-shirts,8.99,75
0_840,Vêtements,T-shirts,17.07,12
1_127,Accessoires,Sacs à main,39.99,29
0_516,Vêtements,T-shirts,10.1,28
0_563,Vêtements,T-shirts,17.99,81
1_133,Accessoires,Sacs à main,21.99,7
0_1060,Vêtements,T-shirts,12.53,44
0_390,Vêtements,T-shirts,22.11,30
0_751,Vêtements,T-shirts,6.99,33
1_625,Accessoires,Sacs à main,22.99,46
0_1311,Vêtements,T-shirts,18.99,95
1_275,Accessoires,Sacs à main,41.99,24
0_1645,Vêtements,T-shirts,2.99,52
2_15,Montres,Montres connectées,123.99,62
0_1828,Vêtements,T-shirts,6.95,26
1_721,Accessoires,Sacs à main,21.99,6
2_178,Montres,Montres connectées,176.2,49
0_694,Vêtements,T-shirts,11.35,83
0_1640,Vêtements,T-shirts,10.71,15
1_335,Accessoires,Sacs à main,43.99,44
1_398,Accessoires,Sacs à main,10.17,82
0_1255,Vêtements,T-shirts,10.99,65
0_1261,Vêtements,T-shirts,8.99,48
0_1074,Vêtements,T-shirts,2.44,11
0_1628,Vêtements,T-shirts,9.99,31
0_494,Vêtements,T-shirts,39.58,13
1_393,Accessoires,Sacs à main,35.99,52
0_745,Vêtements,T-shirts,13.99,97
0_1084,Vêtements,T-shirts,22.92,96
0_830,Vêtements,T-shirts,11.89,49
1_579,Accessoires,Sacs à main,23.99,84
1_715,Accessoires,Sacs à main,62.99,6
0_2250,Vêtements,T-shirts,20.77,74
0_514,Vêtements,T-shirts,29.15,26
0_707,Vêtements,T-shirts,4.99,7
0_583,Vêtements,T-shirts,10.99,88
2_190,Montres,Montres connectées,175.67,69
0_1151,Vêtements,T-shirts,2.99,36
0_1542,Vêtements,T-shirts,18.09,29
0_1078,Vêtements,T-shirts,6.92,90
0_947,Vêtements,T-shirts,5.99,41
1_216,Accessoires,Sacs à main,35.03,82
0_369,Vêtements,T-shirts,10.99,35
1_479,Accessoires,Sacs à main,62.99,10
1_460,Accessoires,Sacs à main,7.53,98
1_347,Accessoires,Sacs à main,21.99,43
0_341,Vêtements,T-shirts,3.99,78
0_1945,Vêtements,T-shirts,6.99,91
0_2215,Vêtements,T-shirts,3.99,28
0_459,Vêtements,T-shirts,4.99,83
1_663,Accessoires,Sacs à main,17.99,77
0_880,Vêtements,T-shirts,13.28,20
0_1515,Vêtements,T-shirts,6.99,45
0_170,Vêtements,T-shirts,9.92,63
0_746,Vêtements,T-shirts,23.86,61
2_64,Montres,Montres connectées,163.94,5
1_613,Accessoires,Sacs à main,4.99,14
0_1698,Vêtements,T-shirts,14.24,10
0_439,Vêtements,T-shirts,5.99,40
0_878,Vêtements,T-shirts,12.69,58
0_1809,Vêtements,T-shirts,13.99,16
0_2227,Vêtements,T-shirts,4.99,28
1_323,Accessoires,Sacs à main,32.99,44
0_2262,Vêtements,T-shirts,21.13,71
0_419,Vêtements,T-shirts,20.99,70
0_1525,Vêtements,T-shirts,6.99,76
0_1159,Vêtements,T-shirts,7.99,17
2_168,Montres,Montres connectées,104.76,83
0_1164,Vêtements,T-shirts,31.23,78
0_2205,Vêtements,T-shirts,15.99,28
1_337,Accessoires,Sacs à main,24.99,87
0_1688,Vêtements,T-shirts,7.26,41
0_1079,Vêtements,T-shirts,5.99,65
0_106,Vêtements,T-shirts,9.4,46
0_2046,Vêtements,T-shirts,32.34,6
0_1905,Vêtements,T-shirts,7.99,23
2_109,Montres,Montres connectées,53.99,65
0_1385,Vêtements,T-shirts,11.99,95
0_2008,Vêtements,T-shirts,15.97,70
0_801,Vêtements,T-shirts,11.99,59
0_603,Vêtements,T-shirts,14.99,16
1_146,Accessoires,Sacs à main,31.98,95
1_117,Accessoires,Sacs à main,41.99,69
0_231,Vêtements,T-shirts,14.99,65
0_1976,Vêtements,T-shirts,13.4,76
1_384,Accessoires,Sacs à main,46.95,80
1_601,Accessoires,Sacs à main,21.99,43
1_328,Accessoires,Sacs à main,29.24,74
0_3,Vêtements,T-shirts,28.99,30
0_62,Vêtements,T-shirts,4.44,49
0_1788,Vêtements,T-shirts,8.34,44
0_765,Vêtements,T-shirts,10.99,38
0_2278,Vêtements,T-shirts,26.01,57
0_500,Vêtements,T-shirts,5.14,82
0_1216,Vêtements,T-shirts,19.75,89
0_405,Vêtements,T-shirts,19.99,40
0_688,Vêtements,T-shirts,17.65,75
0_1627,Vêtements,T-shirts,3.99,80
1_11,Accessoires,Sacs à main,39.99,79
1_341,Accessoires,Sacs à main,42.99,48
0_1378,Vêtements,T-shirts,13.96,59
2_167,Montres,Montres connectées,236.99,32
2_124,Montres,Montres connectées,100.56,44
0_374,Vêtements,T-shirts,1.82,47
0_1186,Vêtements,T-shirts,12.3,47
0_1890,Vêtements,T-shirts,5.17,88
1_455,Accessoires,Sacs à main,33.99,35
0_93,Vêtements,T-shirts,16.99,25
0_954,Vêtements,T-shirts,6.51,7
0_2156,Vêtements,T-shirts,4.63,20
0_1242,Vêtements,T-shirts,7.97,50
0_1751,Vêtements,T-shirts,25.99,4
1_187,Accessoires,Sacs à main,26.99,16
0_2194,Vêtements,T-shirts,6.57,46
0_739,Vêtements,T-shirts,11.99,36
0_970,Vêtements,T-shirts,8.32,77
0_96,Vêtements,T-shirts,9.45,72
0_1728,Vêtements,T-shirts,2.27,11
1_489,Accessoires,Sacs à main,6.99,87
0_1409,Vêtements,T-shirts,4.99,44
0_1907,Vêtements,T-shirts,9.99,7
0_1257,Vêtements,T-shirts,10.99,4
0_1985,Vêtements,T-shirts,5.99,26
0_705,Vêtements,T-shirts,16.99,26
0_1518,Vêtements,T-shirts,4.18,11
0_1891,Vêtements,T-shirts,5.99,33
0_340,Vêtements,T-shirts,6.43,22
0_55,Vêtements,T-shirts,6.99,1
0_1090,Vêtements,T-shirts,13.78,32
2_60,Montres,Montres connectées,111.72,11
0_674,Vêtements,T-shirts,13.95,72
0_353,Vêtements,T-shirts,12.99,39
0_1044,Vêtements,T-shirts,6.59,7
0_2154,Vêtements,T-shirts,8.15,3
0_1417,Vêtements,T-shirts,17.99,38
0_169,Vêtements,T-shirts,18.99,38
0_945,Vêtements,T-shirts,22.99,84
1_166,Accessoires,Sacs à main,15.81,57
1_2,Accessoires,Sacs à main,7.77,83
0_1717,Vêtements,T-shirts,13.99,11
0_609,Vêtements,T-shirts,3.99,91
0_764,Vêtements,T-shirts,5.59,6
0_1158,Vêtements,T-shirts,10.18,58
0_627,Vêtements,T-shirts,2.99,98
0_1179,Vêtements,T-shirts,5.99,87
2_206,Montres,Montres connectées,71.21,19
1_500,Accessoires,Sacs à main,34.93,58
0_942,Vêtements,T-shirts,2.02,54
0_1115,Vêtements,T-shirts,6.99,2
1_426,Accessoires,Sacs à main,19.44,15
0_261,Vêtements,T-shirts,7.99,9
0_804,Vêtements,T-shirts,19.19,1
1_310,Accessoires,Sacs à main,14.2,67
1_113,Accessoires,Sacs à main,50.99,80
0_1071,Vêtements,T-shirts,22.99,61
0_2067,Vêtements,T-shirts,1.99,40
0_1266,Vêtements,T-shirts,4.28,72
0_1211,Vêtements,T-shirts,2.99,32
0_2221,Vêtements,T-shirts,4.99,27
0_530,Vêtements,T-shirts,13.23,2
1_53,Accessoires,Sacs à main,28.99,48
0_1048,Vêtements,T-shirts,4.42,77
1_661,Accessoires,Sacs à main,22.99,20
0_984,Vêtements,T-shirts,4.41,5
1_595,Accessoires,Sacs à main,31.99,18
0_1402,Vêtements,T-shirts,3.0,34
0_360,Vêtements,T-shirts,11.75,95
0_371,Vêtements,T-shirts,11.99,93
0_1221,Vêtements,T-shirts,2.99,19
2_175,Montres,Montres connectées,60.99,7
0_322,Vêtements,T-shirts,2.99,47
1_173,Accessoires,Sacs à main,15.99,30
1_254,Accessoires,Sacs à main,47.69,47
0_1234,Vêtements,T-shirts,7.29,46
2_179,Montres,Montres connectées,49.99,78
0_290,Vêtements,T-shirts,18.93,54
0_239,Vêtements,T-shirts,8.99,97
1_709,Accessoires,Sacs à main,45.99,58
0_329,Vêtements,T-shirts,4.99,53
0_1067,Vêtements,T-shirts,12.99,24
0_1557,Vêtements,T-shirts,6.99,38
1_340,Accessoires,Sacs à main,42.25,73
0_1341,Vêtements,T-shirts,9.99,17
1_598,Accessoires,Sacs à main,14.05,89
0_138,Vêtements,T-shirts,19.95,63
0_1904,Vêtements,T-shirts,15.51,52
0_613,Vêtements,T-shirts,15.99,15
0_1011,Vêtements,T-shirts,13.99,53
0_2126,Vêtements,T-shirts,17.36,13
1_288,Accessoires,Sacs à main,22.09,49
0_1169,Vêtements,T-shirts,9.99,99
0_223,Vêtements,T-shirts,5.99,94
0_1180,Vêtements,T-shirts,14.25,61
1_220,Accessoires,Sacs à main,23.37,15
0_1756,Vêtements,T-shirts,14.67,77
0_1620,Vêtements,T-shirts,0.8,50
0_1086,Vêtements,T-shirts,1.41,55
1_120,Accessoires,Sacs à main,64.59,50
1_292,Accessoires,Sacs à main,8.04,20
0_1017,Vêtements,T-shirts,8.99,93
1_90,Accessoires,Sacs à main,24.19,26
2_205,Montres,Montres connectées,100.99,16
0_735,Vêtements,T-shirts,21.99,78
2_85,Montres,Montres connectées,128.99,18
0_305,Vêtements,T-shirts,8.99,78
0_515,Vêtements,T-shirts,11.99,87
0_740,Vêtements,T-shirts,15.66,50
0_2130,Vêtements,T-shirts,18.24,36
0_1025,Vêtements,T-shirts,24.99,96
0_317,Vêtements,T-shirts,16.99,29
1_618,Accessoires,Sacs à main,29.36,32
0_316,Vêtements,T-shirts,13.77,48
2_160,Montres,Montres connectées,62.83,55
0_810,Vêtements,T-shirts,3.8,60
0_606,Vêtements,T-shirts,4.86,95
1_406,Accessoires,Sacs à main,24.81,2
1_246,Accessoires,Sacs à main,18.75,57
0_2013,Vêtements,T-shirts,9.99,67
0_1661,Vêtements,T-shirts,5.99,81
1_76,Accessoires,Sacs à main,36.32,54
0_49,Vêtements,T-shirts,23.99,81
0_1746,Vêtements,T-shirts,9.02,81
0_1304,Vêtements,T-shirts,5.86,34
0_144,Vêtements,T-shirts,17.56,81
0_2236,Vêtements,T-shirts,16.17,10
0_2011,Vêtements,T-shirts,16.99,46
0_975,Vêtements,T-shirts,7.99,18
1_258,Accessoires,Sacs à main,31.0,35
1_623,Accessoires,Sacs à main,49.99,27
0_1058,Vêtements,T-shirts,3.69,46
0_243,Vêtements,T-shirts,14.99,76
0_2053,Vêtements,T-shirts,14.99,1
2_113,Montres,Montres connectées,56.99,69
0_336,Vêtements,T-shirts,3.23,13
0_2101,Vêtements,T-shirts,20.99,77
2_189,Montres,Montres connectées,142.99,64
0_1543,Vêtements,T-shirts,13.99,21
1_261,Accessoires,Sacs à main,44.99,40
0_537,Vêtements,T-shirts,16.99,18
0_1073,Vêtements,T-shirts,13.99,68
0_1491,Vêtements,T-shirts,5.99,58
1_440,Accessoires,Sacs à main,7.32,24
0_1416,Vêtements,T-shirts,9.56,58
0_1448,Vêtements,T-shirts,18.94,88
0_776,Vêtements,T-shirts,19.72,69
0_561,Vêtements,T-shirts,6.99,16
0_935,Vêtements,T-shirts,3.99,48
0_588,Vêtements,T-shirts,9.28,98
1_118,Accessoires,Sacs à main,30.51,49
0_362,Vêtements,T-shirts,22.77,98
0_242,Vêtements,T-shirts,32.52,41
0_628,Vêtements,T-shirts,19.03,25
1_329,Accessoires,Sacs à main,4.99,70
0_78,Vêtements,T-shirts,12.87,30
1_458,Accessoires,Sacs à main,51.55,22
0_2212,Vêtements,T-shirts,6.75,19
0_452,Vêtements,T-shirts,19.72,97
0_2168,Vêtements,T-shirts,11.17,68
0_1244,Vêtements,T-shirts,2.49,91
1_735,Accessoires,Sacs à main,22.99,91
0_125,Vêtements,T-shirts,3.99,99
0_1272,Vêtements,T-shirts,17.01,67
0_2006,Vêtements,T-shirts,13.11,45
1_150,Accessoires,Sacs à main,22.42,51
1_510,Accessoires,Sacs à main,26.93,89
0_581,Vêtements,T-shirts,8.99,20
0_318,Vêtements,T-shirts,6.01,25
0_1680,Vêtements,T-shirts,18.0,61
1_559,Accessoires,Sacs à main,24.99,10
1_194,Accessoires,Sacs à main,52.03,53
0_1358,Vêtements,T-shirts,16.49,63
0_1990,Vêtements,T-shirts,22.11,4
0_1488,Vêtements,T-shirts,4.6,47
1_25,Accessoires,Sacs à main,15.99,35
0_1117,Vêtements,T-shirts,24.99,7
0_841,Vêtements,T-shirts,19.99,73
0_1157,Vêtements,T-shirts,18.99,9
1_72,Accessoires,Sacs à main,9.84,34
1_260,Accessoires,Sacs à main,17.63,1
1_346,Accessoires,Sacs à main,39.88,27
0_2210,Vêtements,T-shirts,15.1,30
1_212,Accessoires,Sacs à main,39.86,22
0_209,Vêtements,T-shirts,6.99,95
0_2218,Vêtements,T-shirts,3.27,35
0_743,Vêtements,T-shirts,16.99,20
0_584,Vêtements,T-shirts,19.82,48
0_882,Vêtements,T-shirts,24.75,79
0_465,Vêtements,T-shirts,14.99,6
0_701,Vêtements,T-shirts,8.99,27
0_2153,Vêtements,T-shirts,21.99,98
1_547,Accessoires,Sacs à main,15.99,84
2_237,Montres,Montres connectées,40.99,6
0_368,Vêtements,T-shirts,5.75,14
0_370,Vêtements,T-shirts,11.37,10
0_1104,Vêtements,T-shirts,13.21,58
1_636,Accessoires,Sacs à main,52.72,96
1_125,Accessoires,Sacs à main,30.99,59
0_423,Vêtements,T-shirts,1.99,38
0_349,Vêtements,T-shirts,2.99,61
0_326,Vêtements,T-shirts,16.21,21
0_2082,Vêtements,T-shirts,24.33,91
0_456,Vêtements,T-shirts,8.19,44
0_1105,Vêtements,T-shirts,8.99,7
0_1669,Vêtements,T-shirts,6.99,43
1_652,Accessoires,Sacs à main,27.52,40
0_2173,Vêtements,T-shirts,9.99,26
0_1469,Vêtements,T-shirts,14.99,66
0_378,Vêtements,T-shirts,8.79,20
0_1848,Vêtements,T-shirts,23.11,98
0_149,Vêtements,T-shirts,17.99,61
0_579,Vêtements,T-shirts,6.99,88
0_1700,Vêtements,T-shirts,18.49,21
1_17,Accessoires,Sacs à main,39.99,19
0_590,Vêtements,T-shirts,24.35,82
0_1371,Vêtements,T-shirts,21.99,52
0_168,Vêtements,T-shirts,9.28,73
0_987,Vêtements,T-shirts,23.99,10
0_656,Vêtements,T-shirts,7.54,17
0_1440,Vêtements,T-shirts,5.62,98
0_1316,Vêtements,T-shirts,7.2,2
0_1213,Vêtements,T-shirts,21.99,40
0_1924,Vêtements,T-shirts,12.36,58
1_688,Accessoires,Sacs à main,18.19,75
0_189,Vêtements,T-shirts,12.99,12
0_2045,Vêtements,T-shirts,10.99,98
0_122,Vêtements,T-shirts,5.76,80
0_526,Vêtements,T-shirts,19.26,34
0_2122,Vêtements,T-shirts,17.76,43
0_1568,Vêtements,T-shirts,4.0,27
0_1521,Vêtements,T-shirts,17.99,52
0_1757,Vêtements,T-shirts,1.99,6
0_517,Vêtements,T-shirts,7.99,22
0_2146,Vêtements,T-shirts,11.14,89
0_1696,Vêtements,T-shirts,8.46,74
0_637,Vêtements,T-shirts,4.99,20
2_75,Montres,Montres connectées,96.99,20
0_1415,Vêtements,T-shirts,34.99,17
0_988,Vêtements,T-shirts,31.34,73
0_1181,Vêtements,T-shirts,11.99,64
0_1292,Vêtements,T-shirts,9.8,32
2_213,Montres,Montres connectées,189.99,94
0_1873,Vêtements,T-shirts,10.99,62
0_2058,Vêtements,T-shirts,5.52,85
0_252,Vêtements,T-shirts,20.54,15
0_41,Vêtements,T-shirts,2.99,9
0_2036,Vêtements,T-shirts,20.49,61
0_345,Vêtements,T-shirts,3.99,33
0_600,Vêtements,T-shirts,14.09,87
0_21,Vêtements,T-shirts,4.99,94
0_2252,Vêtements,T-shirts,23.92,76
0_342,Vêtements,T-shirts,15.51,3
0_1854,Vêtements,T-shirts,3.15,62
0_1327,Vêtements,T-shirts,2.99,15
0_1695,Vêtements,T-shirts,2.99,37
2_140,Montres,Montres connectées,42.48,46
0_636,Vêtements,T-shirts,17.29,90
0_2076,Vêtements,T-shirts,11.39,60
1_344,Accessoires,Sacs à main,5.07,62
1_363,Accessoires,Sacs à main,16.99,43
0_1925,Vêtements,T-shirts,25.99,59
1_184,Accessoires,Sacs à main,67.65,4
2_180,Montres,Montres connectées,85.28,4
0_373,Vêtements,T-shirts,6.99,73
0_1098,Vêtements,T-shirts,31.25,78
0_781,Vêtements,T-shirts,10.99,5
0_632,Vêtements,T-shirts,20.77,9
0_1101,Vêtements,T-shirts,1.99,66
1_39,Accessoires,Sacs à main,12.99,82
0_1887,Vêtements,T-shirts,5.99,96
0_1399,Vêtements,T-shirts,17.99,58
0_722,Vêtements,T-shirts,20.31,78
0_296,Vêtements,T-shirts,8.35,49
0_2171,Vêtements,T-shirts,4.99,46
0_733,Vêtements,T-shirts,9.99,81
2_87,Montres,Montres connectées,220.99,49
0_969,Vêtements,T-shirts,11.99,57
0_508,Vêtements,T-shirts,8.5,34
0_132,Vêtements,T-shirts,15.97,17
0_481,Vêtements,T-shirts,4.99,15
0_757,Vêtements,T-shirts,9.99,40
2_171,Montres,Montres connectées,79.99,25
0_678,Vêtements,T-shirts,4.29,69
2_152,Montres,Montres connectées,34.23,2
0_300,Vêtements,T-shirts,6.19,14
0_1065,Vêtements,T-shirts,15.99,10
0_1913,Vêtements,T-shirts,3.99,26
2_56,Montres,Montres connectées,116.67,8
0_965,Vêtements,T-shirts,19.99,61
0_539,Vêtements,T-shirts,14.99,43
0_799,Vêtements,T-shirts,11.99,35
0_2244,Vêtements,T-shirts,8.37,34
0_604,Vêtements,T-shirts,33.54,28
2_191,Montres,Montres connectées,67.99,2
1_434,Accessoires,Sacs à main,15.87,34
2_84,Montres,Montres connectées,182.3,93
0_1910,Vêtements,T-shirts,10.85,79
0_1345,Vêtements,T-shirts,17.99,77
1_109,Accessoires,Sacs à main,22.99,29
0_2284,Vêtements,T-shirts,5.69,24
1_617,Accessoires,Sacs à main,14.99,10
1_677,Accessoires,Sacs à main,16.99,1
1_639,Accessoires,Sacs à main,10.99,49
0_337,Vêtements,T-shirts,22.99,73
0_2086,Vêtements,T-shirts,3.61,48
0_562,Vêtements,T-shirts,3.64,74
0_997,Vêtements,T-shirts,9.99,66
0_807,Vêtements,T-shirts,1.99,6
1_700,Accessoires,Sacs à main,7.01,27
0_669,Vêtements,T-shirts,6.99,56
0_1475,Vêtements,T-shirts,11.99,76
1_726,Accessoires,Sacs à main,10.79,38
0_1955,Vêtements,T-shirts,10.99,60
1_395,Accessoires,Sacs à main,28.99,60
2_52,Montres,Montres connectées,119.07,92
1_634,Accessoires,Sacs à main,21.18,97
0_2110,Vêtements,T-shirts,7.04,63
1_565,Accessoires,Sacs à main,19.99,27
0_355,Vêtements,T-shirts,3.99,3
0_978,Vêtements,T-shirts,19.11,90
0_1077,Vêtements,T-shirts,1.99,55
0_1280,Vêtements,T-shirts,11.96,7
1_185,Accessoires,Sacs à main,33.99,26
0_1722,Vêtements,T-shirts,3.78,97
1_401,Accessoires,Sacs à main,32.99,95
0_328,Vêtements,T-shirts,20.06,34
0_1638,Vêtements,T-shirts,5.46,55
1_267,Accessoires,Sacs à main,27.99,1
0_858,Vêtements,T-shirts,21.29,93
0_2134,Vêtements,T-shirts,5.57,46
0_1020,Vêtements,T-shirts,9.71,44
0_2139,Vêtements,T-shirts,4.99,21
0_151,Vêtements,T-shirts,13.99,67
2_134,Montres,Montres connectées,85.27,77
1_640,Accessoires,Sacs à main,11.9,30
0_1852,Vêtements,T-shirts,7.67,77
1_289,Accessoires,Sacs à main,32.99,59
2_108,Montres,Montres connectées,63.36,65
0_1356,Vêtements,T-shirts,5.57,93
1_521,Accessoires,Sacs à main,22.99,35
0_1271,Vêtements,T-shirts,1.99,19
1_293,Accessoires,Sacs à main,22.99,46
1_243,Accessoires,Sacs à main,42.99,88
1_508,Accessoires,Sacs à main,21.92,46
0_866,Vêtements,T-shirts,8.51,50
2_35,Montres,Montres connectées,139.99,64
1_684,Accessoires,Sacs à main,11.2,3
0_54,Vêtements,T-shirts,18.57,77
0_2295,Vêtements,T-shirts,1.99,87
0_335,Vêtements,T-shirts,14.99,2
0_1771,Vêtements,T-shirts,0.99,21
1_453,Accessoires,Sacs à main,13.99,17
1_334,Accessoires,Sacs à main,39.35,47
1_611,Accessoires,Sacs à main,16.99,47
0_2271,Vêtements,T-shirts,13.99,6
0_1343,Vêtements,T-shirts,21.99,71
0_1906,Vêtements,T-shirts,28.57,43
0_1264,Vêtements,T-shirts,15.97,22
1_86,Accessoires,Sacs à main,34.77,41
1_416,Accessoires,Sacs à main,64.62,75
1_399,Accessoires,Sacs à main,3.99,31
0_714,Vêtements,T-shirts,4.14,44
0_595,Vêtements,T-shirts,6.99,34
2_216,Montres,Montres connectées,72.01,2
1_18,Accessoires,Sacs à main,6.43,92
1_325,Accessoires,Sacs à main,27.99,25
1_643,Accessoires,Sacs à main,29.99,78
0_1002,Vêtements,T-shirts,8.31,71
1_134,Accessoires,Sacs à main,13.0,63
1_542,Accessoires,Sacs à main,19.47,9
1_705,Accessoires,Sacs à main,37.99,18
0_999,Vêtements,T-shirts,9.99,52
0_1796,Vêtements,T-shirts,4.51,94
0_594,Vêtements,T-shirts,4.95,28
0_1533,Vêtements,T-shirts,27.99,53
0_663,Vêtements,T-shirts,20.99,85
0_1953,Vêtements,T-shirts,8.99,38
0_1660,Vêtements,T-shirts,4.68,94
0_898,Vêtements,T-shirts,1.27,36
0_410,Vêtements,T-shirts,25.23,41
2_229,Montres,Montres connectées,80.99,38
0_883,Vêtements,T-shirts,14.99,57
0_974,Vêtements,T-shirts,11.75,79
0_1875,Vêtements,T-shirts,4.99,45
0_2274,Vêtements,T-shirts,5.91,38
0_274,Vêtements,T-shirts,11.87,1
1_614,Accessoires,Sacs à main,10.73,53
0_1617,Vêtements,T-shirts,11.99,78
0_834,Vêtements,T-shirts,15.77,44
0_2003,Vêtements,T-shirts,6.99,75
0_2170,Vêtements,T-shirts,24.04,22
0_1091,Vêtements,T-shirts,9.99,36
0_1030,Vêtements,T-shirts,13.73,52
1_311,Accessoires,Sacs à main,16.99,55
0_996,Vêtements,T-shirts,11.64,89
1_31,Accessoires,Sacs à main,37.99,87
0_1726,Vêtements,T-shirts,1.57,16
0_1043,Vêtements,T-shirts,10.99,85
0_972,Vêtements,T-shirts,15.7,13
0_1382,Vêtements,T-shirts,15.62,21
0_361,Vêtements,T-shirts,14.99,51
0_487,Vêtements,T-shirts,4.99,38
1_227,Accessoires,Sacs à main,61.99,50
0_1353,Vêtements,T-shirts,19.99,47
0_2073,Vêtements,T-shirts,2.99,73
0_952,Vêtements,T-shirts,10.47,23
0_736,Vêtements,T-shirts,6.03,42
0_1962,Vêtements,T-shirts,6.08,57
0_1859,Vêtements,T-shirts,4.99,79
2_62,Montres,Montres connectées,60.96,79
0_1888,Vêtements,T-shirts,9.78,80
1_245,Accessoires,Sacs à main,23.99,87
0_213,Vêtements,T-shirts,14.99,68
0_523,Vêtements,T-shirts,4.99,16
0_1510,Vêtements,T-shirts,2.18,67
1_445,Accessoires,Sacs à main,23.99,70
1_683,Accessoires,Sacs à main,13.99,30
0_1189,Vêtements,T-shirts,17.99,97
0_1132,Vêtements,T-shirts,11.33,66
1_430,Accessoires,Sacs à main,4.93,89
2_174,Montres,Montres connectées,83.63,70
0_491,Vêtements,T-shirts,16.99,62
